id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11,home_team_rank,away_team_rank
16969,2015-07-15,19:03,第2節,第1日,甲府,仙台,山梨中銀スタジアム,晴,28.1,55,スカパー!/スカパー!プレミアムサービス/テレビ山梨,7015,10 バレー FW,9 阿部 拓馬 FW,23 稲垣 祥 FW,27 阿部 翔平 MF,18 下田 北斗 MF,6 マルキーニョス パラナ MF,16 松橋 優 MF,17 津田 琢磨 DF,4 山本 英臣 DF,8 新井 涼平 DF,21 河田 晃兵 GK,0,0,1 六反 勇治 GK,25 菅井 直樹 DF,2 鎌田 次郎 DF,3 渡部 博文 DF,23 二見 宏志 DF,10 梁 勇基 MF,6 キム ミンテ MF,17 富田 晋伍 MF,8 野沢 拓也 MF,11 金園 英学 FW,7 奥埜 博亮 FW,13.0,11.0
16967,2015-07-15,19:03,第2節,第1日,FC東京,新潟,味の素スタジアム,晴,26.9,68,スカパー!/スカパー!プレミアムサービス/TOKYO MX,12727,38 東 慶悟 FW,20 前田 遼一 FW,18 石川 直宏 FW,10 梶山 陽平 MF,7 米本 拓司 MF,4 高橋 秀人 MF,6 太田 宏介 DF,29 吉本 一謙 DF,3 森重 真人 DF,2 徳永 悠平 DF,1 権田 修一 GK,3,1,21 守田 達弥 GK,24 川口 尚紀 DF,4 舞行龍ジェームズ DF,3 大井 健太郎 DF,7 コルテース DF,8 レオ シルバ MF,25 小泉 慶 MF,13 加藤 大 MF,23 山本 康裕 MF,11 指宿 洋史 FW,9 山崎 亮平 FW,3.0,17.0
16966,2015-07-15,19:04,第2節,第1日,鹿島,清水,県立カシマサッカースタジアム,晴のち曇,26.9,79,スカパー!/スカパー!プレミアムサービス,6923,18 赤﨑 秀平 FW,8 土居 聖真 MF,33 金崎 夢生 MF,25 遠藤 康 MF,40 小笠原 満男 MF,5 青木 剛 MF,16 山本 脩斗 DF,14 ファン ソッコ DF,3 昌子 源 DF,22 西 大伍 DF,1 佐藤 昭大 GK,0,0,21 杉山 力裕 GK,22 枝村 匠馬 DF,13 犬飼 智也 DF,38 福村 貴幸 DF,4 カルフィン ヨン ア ピン DF,28 八反田 康平 MF,7 本田 拓也 MF,17 河井 陽介 MF,19 ミッチェル デューク MF,10 大前 元紀 FW,18 ピーター ウタカ FW,8.0,18.0
16965,2015-07-15,19:05,第2節,第1日,山形,浦和,NDソフトスタジアム山形,曇時々雨,24.9,81,スカパー!/スカパー!プレミアムサービス,10849,24 ロメロ フランク FW,11 ディエゴ FW,7 松岡 亮輔 FW,22 キム ボムヨン MF,5 アルセウ MF,15 宮阪 政樹 MF,13 石川 竜也 DF,3 渡辺 広大 DF,4 西河 翔吾 DF,26 宇佐美 宏和 DF,1 山岸 範宏 GK,0,0,1 西川 周作 GK,46 森脇 良太 DF,4 那須 大亮 DF,5 槙野 智章 DF,24 関根 貴大 MF,8 柏木 陽介 MF,22 阿部 勇樹 MF,3 宇賀神 友弥 MF,20 李 忠成 MF,19 武藤 雄樹 MF,30 興梠 慎三 FW,15.0,1.0
16968,2015-07-15,19:04,第2節,第1日,横浜FM,柏,ニッパツ三ツ沢球技場,晴,27.1,69,スカパー!/スカパー!プレミアムサービス/NHK BS1,8038,16 伊藤 翔 FW,11 齋藤 学 MF,6 三門 雄大 MF,25 藤本 淳吾 MF,10 中村 俊輔 MF,14 熊谷 アンドリュー MF,23 下平 匠 DF,5 ファビオ DF,22 中澤 佑二 DF,13 小林 祐三 DF,21 飯倉 大樹 GK,0,1,1 桐畑 和繁 GK,27 キム チャンス DF,4 鈴木 大輔 DF,13 エドゥアルド DF,22 輪湖 直樹 DF,30 クリスティアーノ MF,28 栗澤 僚一 MF,17 秋野 央樹 MF,7 大谷 秀和 MF,9 工藤 壮人 FW,15 武富 孝介 FW,6.0,13.0
16979,2015-07-19,18:04,第3節,第1日,松本,鹿島,松本平広域公園総合球技場,曇,26.7,67,スカパー!/スカパー!プレミアムサービス,17625,9 オビナ FW,6 岩沼 俊介 MF,11 喜山 康平 MF,23 工藤 浩平 MF,5 岩間 雄大 MF,8 岩上 祐三 MF,30 酒井 隆介 DF,4 飯田 真輝 DF,36 安藤 淳 DF,3 田中 隼磨 DF,1 村山 智彦 GK,2,0,1 佐藤 昭大 GK,22 西 大伍 DF,14 ファン ソッコ DF,3 昌子 源 DF,16 山本 脩斗 DF,5 青木 剛 MF,40 小笠原 満男 MF,25 遠藤 康 MF,8 土居 聖真 MF,7 カイオ MF,18 赤﨑 秀平 FW,15.0,8.0
16981,2015-07-19,18:34,第3節,第1日,清水,名古屋,IAIスタジアム日本平,晴,28.0,77,スカパー!/スカパー!プレミアムサービス,14497,18 ピーター ウタカ FW,10 大前 元紀 FW,19 ミッチェル デューク MF,17 河井 陽介 MF,28 八反田 康平 MF,7 本田 拓也 MF,13 犬飼 智也 DF,5 ヤコヴィッチ DF,4 カルフィン ヨン ア ピン DF,22 枝村 匠馬 DF,21 杉山 力裕 GK,2,2,1 楢﨑 正剛 GK,19 矢野 貴章 DF,2 竹内 彬 DF,4 田中 マルクス闘莉王 DF,6 本多 勇喜 DF,22 小屋松 知哉 MF,13 磯村 亮太 MF,20 矢田 旭 MF,35 田中 輝希 MF,32 川又 堅碁 FW,11 永井 謙佑 FW,17.0,8.0
16982,2015-07-19,19:03,第3節,第1日,G大阪,横浜FM,万博記念競技場,晴,28.2,66,スカパー!/スカパー!プレミアムサービス/毎日放送(録),16787,29 パトリック FW,39 宇佐美 貴史 FW,11 倉田 秋 MF,19 大森 晃太郎 MF,7 遠藤 保仁 MF,15 今野 泰幸 MF,4 藤春 廣輝 DF,8 岩下 敬輔 DF,5 丹羽 大輝 DF,22 オ ジェソク DF,1 東口 順昭 GK,2,2,21 飯倉 大樹 GK,6 三門 雄大 DF,4 栗原 勇蔵 DF,22 中澤 佑二 DF,23 下平 匠 DF,5 ファビオ MF,10 中村 俊輔 MF,25 藤本 淳吾 MF,7 兵藤 慎剛 MF,11 齋藤 学 MF,39 アデミウソン FW,4.0,6.0
16978,2015-07-19,19:04,第3節,第1日,湘南,甲府,ShonanBMWスタジアム平塚,晴,28.6,70,スカパー!/スカパー!プレミアムサービス,12144,23 高山 薫 FW,11 藤田 祥史 FW,19 大槻 周平 FW,10 菊池 大介 MF,6 永木 亮太 MF,2 菊地 俊介 MF,14 藤田 征也 MF,17 三竿 雄斗 DF,4 アンドレ バイア DF,3 遠藤 航 DF,1 秋元 陽太 GK,0,2,21 河田 晃兵 GK,41 土屋 征夫 DF,4 山本 英臣 DF,17 津田 琢磨 DF,28 橋爪 勇樹 MF,6 マルキーニョス パラナ MF,18 下田 北斗 MF,27 阿部 翔平 MF,23 稲垣 祥 FW,9 阿部 拓馬 FW,10 バレー FW,7.0,12.0
16980,2015-07-19,19:03,第3節,第1日,新潟,鳥栖,デンカビッグスワンスタジアム,晴,26.6,63,スカパー!/スカパー!プレミアムサービス,17259,9 山崎 亮平 FW,11 指宿 洋史 FW,13 加藤 大 MF,23 山本 康裕 MF,25 小泉 慶 MF,8 レオ シルバ MF,7 コルテース DF,2 大野 和成 DF,4 舞行龍ジェームズ DF,24 川口 尚紀 DF,21 守田 達弥 GK,1,0,1 赤星 拓 GK,23 吉田 豊 DF,36 菊地 直哉 DF,29 谷口 博之 DF,10 金 民友 DF,8 水沼 宏太 MF,28 高橋 義希 MF,14 藤田 直之 MF,9 白 星東 MF,24 鎌田 大地 FW,11 豊田 陽平 FW,16.0,10.0
16976,2015-07-19,19:04,第3節,第1日,柏,川崎F,日立柏サッカー場,曇,28.4,82,スカパー!/スカパー!プレミアムサービス/NHK BS1,14055,15 武富 孝介 FW,9 工藤 壮人 FW,7 大谷 秀和 MF,8 茨田 陽生 MF,25 小林 祐介 MF,30 クリスティアーノ MF,22 輪湖 直樹 DF,13 エドゥアルド DF,4 鈴木 大輔 DF,27 キム チャンス DF,1 桐畑 和繁 GK,1,0,30 新井 章太 GK,18 エウシーニョ DF,5 谷口 彰悟 DF,20 車屋 紳太郎 DF,8 小宮山 尊信 DF,16 大島 僚太 MF,19 森谷 賢太郎 MF,14 中村 憲剛 MF,35 田坂 祐介 MF,9 杉本 健勇 FW,13 大久保 嘉人 FW,10.0,5.0
16975,2015-07-19,19:05,第3節,第1日,浦和,広島,埼玉スタジアム2002,晴,29.1,80,スカパー!/スカパー!プレミアムサービス,41492,30 興梠 慎三 FW,19 武藤 雄樹 MF,31 高木 俊幸 MF,3 宇賀神 友弥 MF,22 阿部 勇樹 MF,8 柏木 陽介 MF,24 関根 貴大 MF,5 槙野 智章 DF,17 永田 充 DF,46 森脇 良太 DF,1 西川 周作 GK,1,2,1 林 卓人 GK,19 佐々木 翔 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,14 ミキッチ MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,18 柏 好文 MF,9 ドウグラス MF,30 柴﨑 晃誠 MF,11 佐藤 寿人 FW,1.0,2.0
16974,2015-07-19,19:04,第3節,第1日,仙台,神戸,ユアテックスタジアム仙台,晴,27.2,61,スカパー!/スカパー!プレミアムサービス,12488,7 奥埜 博亮 FW,11 金園 英学 FW,8 野沢 拓也 MF,17 富田 晋伍 MF,6 キム ミンテ MF,10 梁 勇基 MF,23 二見 宏志 DF,3 渡部 博文 DF,2 鎌田 次郎 DF,4 蜂須賀 孝治 DF,1 六反 勇治 GK,1,2,22 山本 海人 GK,6 高橋 峻希 DF,5 岩波 拓也 DF,14 増川 隆洋 DF,8 高橋 祥平 DF,3 相馬 崇人 DF,18 マルキーニョス MF,24 三原 雅俊 MF,16 チョン ウヨン MF,10 森岡 亮太 MF,11 レアンドロ FW,13.0,8.0
16977,2015-07-19,19:03,第3節,第1日,FC東京,山形,味の素スタジアム,曇,29.2,69,スカパー!/スカパー!プレミアムサービス/TOKYO MX,22175,39 中島 翔哉 FW,20 前田 遼一 FW,18 石川 直宏 FW,10 梶山 陽平 MF,7 米本 拓司 MF,4 高橋 秀人 MF,6 太田 宏介 DF,29 吉本 一謙 DF,3 森重 真人 DF,2 徳永 悠平 DF,1 権田 修一 GK,0,0,1 山岸 範宏 GK,17 當間 建文 DF,4 西河 翔吾 DF,13 石川 竜也 DF,26 宇佐美 宏和 MF,5 アルセウ MF,15 宮阪 政樹 MF,7 松岡 亮輔 MF,22 キム ボムヨン MF,24 ロメロ フランク MF,11 ディエゴ FW,3.0,17.0
17001,2015-07-22,19:03,第6節,第1日,G大阪,鳥栖,万博記念競技場,曇のち雨,24.9,95,スカパー!/スカパー!プレミアムサービス ※ スルガ銀行チャンピオンシップ2015OSAKAのため、7月22日(水)に開催,11156,29 パトリック FW,39 宇佐美 貴史 FW,11 倉田 秋 MF,13 阿部 浩之 MF,7 遠藤 保仁 MF,17 明神 智和 MF,22 オ ジェソク DF,6 金 正也 DF,5 丹羽 大輝 DF,14 米倉 恒貴 DF,1 東口 順昭 GK,1,1,1 赤星 拓 GK,23 吉田 豊 DF,36 菊地 直哉 DF,5 キム ミンヒョク DF,10 金 民友 DF,8 水沼 宏太 MF,6 岡本 知剛 MF,14 藤田 直之 MF,25 早坂 良太 MF,22 池田 圭 FW,29 谷口 博之 FW,4.0,11.0
16990,2015-07-25,19:05,第4節,第1日,広島,横浜FM,エディオンスタジアム広島,晴,26.6,76,スカパー!/スカパー!プレミアムサービス,15174,11 佐藤 寿人 FW,24 野津田 岳人 MF,9 ドウグラス MF,18 柏 好文 MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,14 ミキッチ MF,4 水本 裕貴 DF,5 千葉 和彦 DF,19 佐々木 翔 DF,1 林 卓人 GK,2,0,21 飯倉 大樹 GK,13 小林 祐三 DF,22 中澤 佑二 DF,5 ファビオ DF,23 下平 匠 DF,8 中町 公祐 MF,10 中村 俊輔 MF,25 藤本 淳吾 MF,6 三門 雄大 MF,7 兵藤 慎剛 MF,39 アデミウソン FW,1.0,6.0
16989,2015-07-25,19:04,第4節,第1日,神戸,G大阪,ノエビアスタジアム神戸,晴,27.2,75,スカパー!/スカパー!プレミアムサービス/NHK BS1,20679,19 渡邉 千真 FW,11 レアンドロ MF,18 マルキーニョス MF,10 森岡 亮太 MF,16 チョン ウヨン MF,3 相馬 崇人 DF,8 高橋 祥平 DF,14 増川 隆洋 DF,5 岩波 拓也 DF,6 高橋 峻希 DF,22 山本 海人 GK,1,2,1 東口 順昭 GK,14 米倉 恒貴 DF,5 丹羽 大輝 DF,8 岩下 敬輔 DF,4 藤春 廣輝 DF,15 今野 泰幸 MF,7 遠藤 保仁 MF,13 阿部 浩之 MF,19 大森 晃太郎 MF,39 宇佐美 貴史 FW,9 リンス FW,8.0,3.0
16988,2015-07-25,19:04,第4節,第1日,名古屋,浦和,パロマ瑞穂スタジアム,晴,31.1,61,スカパー!/スカパー!プレミアムサービス,17624,11 永井 謙佑 FW,32 川又 堅碁 FW,20 矢田 旭 MF,10 小川 佳純 MF,13 磯村 亮太 MF,22 小屋松 知哉 MF,6 本多 勇喜 DF,2 竹内 彬 DF,3 牟田 雄祐 DF,19 矢野 貴章 DF,1 楢﨑 正剛 GK,2,1,1 西川 周作 GK,46 森脇 良太 DF,4 那須 大亮 DF,5 槙野 智章 DF,24 関根 貴大 MF,8 柏木 陽介 MF,22 阿部 勇樹 MF,3 宇賀神 友弥 MF,31 高木 俊幸 MF,19 武藤 雄樹 MF,30 興梠 慎三 FW,6.0,2.0
16991,2015-07-25,19:04,第4節,第1日,鳥栖,湘南,ベストアメニティスタジアム,晴,29.8,60,スカパー!/スカパー!プレミアムサービス,11960,29 谷口 博之 FW,24 鎌田 大地 FW,25 早坂 良太 MF,14 藤田 直之 MF,28 高橋 義希 MF,8 水沼 宏太 MF,10 金 民友 DF,5 キム ミンヒョク DF,36 菊地 直哉 DF,23 吉田 豊 DF,1 赤星 拓 GK,1,1,1 秋元 陽太 GK,30 島村 毅 DF,4 アンドレ バイア DF,17 三竿 雄斗 DF,14 藤田 征也 MF,2 菊地 俊介 MF,6 永木 亮太 MF,10 菊池 大介 MF,23 高山 薫 FW,19 大槻 周平 FW,8 山田 直輝 FW,10.0,8.0
16986,2015-07-25,19:03,第4節,第1日,川崎F,清水,等々力陸上競技場,晴,30.0,67,スカパー!/スカパー!プレミアムサービス,20040,13 大久保 嘉人 FW,35 田坂 祐介 FW,18 エウシーニョ FW,14 中村 憲剛 MF,19 森谷 賢太郎 MF,16 大島 僚太 MF,8 小宮山 尊信 DF,5 谷口 彰悟 DF,4 井川 祐輔 DF,17 武岡 優斗 DF,30 新井 章太 GK,3,2,21 杉山 力裕 GK,22 枝村 匠馬 DF,5 ヤコヴィッチ DF,3 平岡 康裕 DF,13 犬飼 智也 DF,7 本田 拓也 MF,28 八反田 康平 MF,19 ミッチェル デューク MF,10 大前 元紀 MF,18 ピーター ウタカ FW,9 鄭 大世 FW,5.0,18.0
16985,2015-07-25,18:34,第4節,第1日,鹿島,FC東京,県立カシマサッカースタジアム,晴,27.8,80,スカパー!/スカパー!プレミアムサービス,17804,18 赤﨑 秀平 FW,8 土居 聖真 MF,13 中村 充孝 MF,25 遠藤 康 MF,40 小笠原 満男 MF,20 柴崎 岳 MF,16 山本 脩斗 DF,3 昌子 源 DF,14 ファン ソッコ DF,24 伊東 幸敏 DF,21 曽ヶ端 準 GK,2,1,1 権田 修一 GK,2 徳永 悠平 DF,3 森重 真人 DF,29 吉本 一謙 DF,5 丸山 祐市 DF,4 高橋 秀人 MF,7 米本 拓司 MF,22 羽生 直剛 MF,17 河野 広貴 FW,20 前田 遼一 FW,21 サンダサ FW,7.0,4.0
16984,2015-07-25,19:34,第4節,第1日,山形,新潟,NDソフトスタジアム山形,曇,24.9,78,スカパー!/スカパー!プレミアムサービス,11206,11 ディエゴ FW,30 山﨑 雅人 MF,22 キム ボムヨン MF,24 ロメロ フランク MF,15 宮阪 政樹 MF,5 アルセウ MF,26 宇佐美 宏和 MF,13 石川 竜也 DF,4 西河 翔吾 DF,17 當間 建文 DF,1 山岸 範宏 GK,1,3,21 守田 達弥 GK,24 川口 尚紀 DF,4 舞行龍ジェームズ DF,2 大野 和成 DF,7 コルテース DF,8 レオ シルバ MF,25 小泉 慶 MF,23 山本 康裕 MF,13 加藤 大 MF,11 指宿 洋史 FW,9 山崎 亮平 FW,17.0,15.0
16983,2015-07-25,19:04,第4節,第1日,仙台,柏,ユアテックスタジアム仙台,晴,27.8,68,スカパー!/スカパー!プレミアムサービス,13070,7 奥埜 博亮 FW,11 金園 英学 FW,8 野沢 拓也 MF,17 富田 晋伍 MF,6 キム ミンテ MF,10 梁 勇基 MF,5 石川 直樹 DF,3 渡部 博文 DF,2 鎌田 次郎 DF,33 多々良 敦斗 DF,1 六反 勇治 GK,0,1,1 桐畑 和繁 GK,27 キム チャンス DF,4 鈴木 大輔 DF,13 エドゥアルド DF,22 輪湖 直樹 DF,30 クリスティアーノ MF,25 小林 祐介 MF,8 茨田 陽生 MF,7 大谷 秀和 MF,9 工藤 壮人 FW,15 武富 孝介 FW,13.0,10.0
16987,2015-07-25,18:05,第4節,第1日,甲府,松本,山梨中銀スタジアム,晴,29.5,68,スカパー!/スカパー!プレミアムサービス,14176,10 バレー FW,9 阿部 拓馬 FW,23 稲垣 祥 FW,27 阿部 翔平 MF,18 下田 北斗 MF,6 マルキーニョス パラナ MF,28 橋爪 勇樹 MF,17 津田 琢磨 DF,3 畑尾 大翔 DF,41 土屋 征夫 DF,21 河田 晃兵 GK,0,1,1 村山 智彦 GK,36 安藤 淳 DF,4 飯田 真輝 DF,30 酒井 隆介 DF,3 田中 隼磨 DF,6 岩沼 俊介 MF,8 岩上 祐三 MF,23 工藤 浩平 MF,11 喜山 康平 MF,5 岩間 雄大 MF,9 オビナ FW,14.0,15.0
17000,2015-07-29,19:04,第5節,第1日,鳥栖,鹿島,ベストアメニティスタジアム,晴,28.5,71,スカパー!/スカパー!プレミアムサービス,15794,25 早坂 良太 FW,10 金 民友 MF,24 鎌田 大地 MF,8 水沼 宏太 MF,23 吉田 豊 MF,14 藤田 直之 MF,28 高橋 義希 MF,29 谷口 博之 DF,36 菊地 直哉 DF,5 キム ミンヒョク DF,1 赤星 拓 GK,0,3,21 曽ヶ端 準 GK,24 伊東 幸敏 DF,14 ファン ソッコ DF,3 昌子 源 DF,16 山本 脩斗 DF,20 柴崎 岳 MF,40 小笠原 満男 MF,33 金崎 夢生 MF,13 中村 充孝 MF,10 本山 雅志 MF,11 ダヴィ FW,12.0,6.0
16999,2015-07-29,19:05,第5節,第1日,神戸,広島,ノエビアスタジアム神戸,晴,29.7,60,スカパー!/スカパー!プレミアムサービス,9538,11 レアンドロ FW,10 森岡 亮太 MF,24 三原 雅俊 MF,16 チョン ウヨン MF,19 渡邉 千真 MF,31 安田 理大 DF,5 岩波 拓也 DF,14 増川 隆洋 DF,34 ブエノ DF,6 高橋 峻希 DF,22 山本 海人 GK,0,4,1 林 卓人 GK,19 佐々木 翔 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,27 清水 航平 MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,18 柏 好文 MF,9 ドウグラス MF,24 野津田 岳人 MF,11 佐藤 寿人 FW,11.0,1.0
16998,2015-07-29,19:00,第5節,第1日,新潟,G大阪,デンカビッグスワンスタジアム,晴,27.6,81,スカパー!/スカパー!プレミアムサービス/新潟放送,19650,9 山崎 亮平 FW,11 指宿 洋史 FW,13 加藤 大 MF,23 山本 康裕 MF,25 小泉 慶 MF,8 レオ シルバ MF,7 コルテース DF,2 大野 和成 DF,4 舞行龍ジェームズ DF,24 川口 尚紀 DF,21 守田 達弥 GK,2,2,1 東口 順昭 GK,14 米倉 恒貴 DF,5 丹羽 大輝 DF,8 岩下 敬輔 DF,4 藤春 廣輝 DF,15 今野 泰幸 MF,7 遠藤 保仁 MF,13 阿部 浩之 MF,11 倉田 秋 MF,39 宇佐美 貴史 FW,29 パトリック FW,15.0,3.0
16997,2015-07-29,19:04,第5節,第1日,松本,川崎F,松本平広域公園総合球技場,晴のち雨,26.8,76,スカパー!/スカパー!プレミアムサービス,15610,9 オビナ FW,6 岩沼 俊介 MF,11 喜山 康平 MF,8 岩上 祐三 MF,23 工藤 浩平 MF,5 岩間 雄大 MF,36 安藤 淳 DF,4 飯田 真輝 DF,30 酒井 隆介 DF,3 田中 隼磨 DF,1 村山 智彦 GK,1,3,30 新井 章太 GK,17 武岡 優斗 DF,4 井川 祐輔 DF,5 谷口 彰悟 DF,8 小宮山 尊信 DF,16 大島 僚太 MF,14 中村 憲剛 MF,18 エウシーニョ MF,35 田坂 祐介 MF,15 船山 貴之 FW,13 大久保 嘉人 FW,16.0,4.0
16996,2015-07-29,19:04,第5節,第1日,湘南,柏,ShonanBMWスタジアム平塚,晴,26.6,87,スカパー!/スカパー!プレミアムサービス,10411,23 高山 薫 FW,19 大槻 周平 FW,2 菊地 俊介 FW,10 菊池 大介 MF,6 永木 亮太 MF,16 石川 俊輝 MF,5 古林 将太 MF,17 三竿 雄斗 DF,4 アンドレ バイア DF,3 遠藤 航 DF,1 秋元 陽太 GK,3,0,1 桐畑 和繁 GK,23 今井 智基 DF,4 鈴木 大輔 DF,13 エドゥアルド DF,22 輪湖 直樹 DF,30 クリスティアーノ MF,7 大谷 秀和 MF,17 秋野 央樹 MF,26 太田 徹郎 MF,9 工藤 壮人 FW,15 武富 孝介 FW,7.0,10.0
16994,2015-07-29,19:03,第5節,第1日,FC東京,仙台,味の素スタジアム,晴,29.0,70,スカパー!/スカパー!プレミアムサービス/TOKYO MX,16635,21 サンダサ FW,20 前田 遼一 FW,34 野澤 英之 MF,22 羽生 直剛 MF,8 三田 啓貴 MF,7 米本 拓司 MF,6 太田 宏介 DF,5 丸山 祐市 DF,3 森重 真人 DF,2 徳永 悠平 DF,1 権田 修一 GK,3,1,1 六反 勇治 GK,25 菅井 直樹 DF,2 鎌田 次郎 DF,3 渡部 博文 DF,5 石川 直樹 DF,10 梁 勇基 MF,6 キム ミンテ MF,17 富田 晋伍 MF,14 金久保 順 MF,11 金園 英学 FW,20 ハモン ロペス FW,3.0,13.0
16993,2015-07-29,19:04,第5節,第1日,浦和,甲府,埼玉スタジアム2002,曇,27.6,83,スカパー!/スカパー!プレミアムサービス/NHK BS1/テレ玉,22363,30 興梠 慎三 FW,19 武藤 雄樹 MF,31 高木 俊幸 MF,3 宇賀神 友弥 MF,22 阿部 勇樹 MF,8 柏木 陽介 MF,24 関根 貴大 MF,5 槙野 智章 DF,4 那須 大亮 DF,36 岡本 拓也 DF,1 西川 周作 GK,1,1,21 河田 晃兵 GK,8 新井 涼平 DF,3 畑尾 大翔 DF,17 津田 琢磨 DF,28 橋爪 勇樹 MF,6 マルキーニョス パラナ MF,18 下田 北斗 MF,27 阿部 翔平 MF,23 稲垣 祥 FW,15 伊東 純也 FW,10 バレー FW,2.0,13.0
16992,2015-07-29,19:04,第5節,第1日,山形,名古屋,NDソフトスタジアム山形,晴,27.2,76,スカパー!/スカパー!プレミアムサービス,6100,11 ディエゴ FW,29 川西 翔太 MF,24 ロメロ フランク MF,27 高木 利弥 MF,15 宮阪 政樹 MF,5 アルセウ MF,31 高木 純平 MF,13 石川 竜也 DF,4 西河 翔吾 DF,26 宇佐美 宏和 DF,1 山岸 範宏 GK,0,3,1 楢﨑 正剛 GK,19 矢野 貴章 DF,2 竹内 彬 DF,4 田中 マルクス闘莉王 DF,6 本多 勇喜 DF,22 小屋松 知哉 MF,13 磯村 亮太 MF,10 小川 佳純 MF,20 矢田 旭 MF,32 川又 堅碁 FW,11 永井 謙佑 FW,17.0,6.0
16995,2015-07-29,19:33,第5節,第1日,横浜FM,清水,日産スタジアム,曇,27.9,79,スカパー!/スカパー!プレミアムサービス,14848,39 アデミウソン FW,11 齋藤 学 MF,10 中村 俊輔 MF,25 藤本 淳吾 MF,6 三門 雄大 MF,7 兵藤 慎剛 MF,23 下平 匠 DF,5 ファビオ DF,22 中澤 佑二 DF,13 小林 祐三 DF,21 飯倉 大樹 GK,1,2,21 杉山 力裕 GK,22 枝村 匠馬 DF,5 ヤコヴィッチ DF,4 カルフィン ヨン ア ピン DF,13 犬飼 智也 DF,7 本田 拓也 MF,28 八反田 康平 MF,19 ミッチェル デューク MF,39 白崎 凌兵 MF,10 大前 元紀 FW,9 鄭 大世 FW,9.0,17.0
17008,2015-08-12,19:04,第6節,第2日,名古屋,横浜FM,パロマ瑞穂スタジアム,晴,30.9,40,スカパー!/スカパー!プレミアムサービス,17093,18 ノヴァコヴィッチ FW,22 小屋松 知哉 FW,10 小川 佳純 MF,25 望月 嶺臣 MF,13 磯村 亮太 MF,20 矢田 旭 MF,6 本多 勇喜 DF,4 田中 マルクス闘莉王 DF,2 竹内 彬 DF,19 矢野 貴章 DF,1 楢﨑 正剛 GK,0,3,21 飯倉 大樹 GK,13 小林 祐三 DF,22 中澤 佑二 DF,5 ファビオ DF,23 下平 匠 DF,28 喜田 拓也 MF,8 中町 公祐 MF,39 アデミウソン MF,6 三門 雄大 MF,11 齋藤 学 MF,18 ラフィーニャ FW,6.0,8.0
17009,2015-08-12,19:04,第6節,第2日,広島,鹿島,エディオンスタジアム広島,雨のち曇,22.2,91,スカパー!/スカパー!プレミアムサービス,16689,11 佐藤 寿人 FW,24 野津田 岳人 MF,9 ドウグラス MF,18 柏 好文 MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,14 ミキッチ MF,4 水本 裕貴 DF,5 千葉 和彦 DF,19 佐々木 翔 DF,1 林 卓人 GK,0,1,21 曽ヶ端 準 GK,22 西 大伍 DF,14 ファン ソッコ DF,3 昌子 源 DF,16 山本 脩斗 DF,4 山村 和也 DF,40 小笠原 満男 MF,25 遠藤 康 MF,13 中村 充孝 MF,33 金崎 夢生 FW,18 赤﨑 秀平 FW,1.0,6.0
17007,2015-08-12,19:04,第6節,第2日,清水,湘南,IAIスタジアム日本平,晴,28.3,80,スカパー!/スカパー!プレミアムサービス/静岡放送,15946,9 鄭 大世 FW,18 ピーター ウタカ FW,19 ミッチェル デューク MF,10 大前 元紀 MF,39 白崎 凌兵 MF,45 角田 誠 MF,13 犬飼 智也 DF,4 カルフィン ヨン ア ピン DF,5 ヤコヴィッチ DF,16 六平 光成 DF,21 杉山 力裕 GK,1,2,1 秋元 陽太 GK,3 遠藤 航 DF,4 アンドレ バイア DF,30 島村 毅 DF,5 古林 将太 MF,16 石川 俊輝 MF,6 永木 亮太 MF,10 菊池 大介 MF,2 菊地 俊介 FW,19 大槻 周平 FW,23 高山 薫 FW,17.0,7.0
17006,2015-08-12,19:03,第6節,第2日,新潟,浦和,デンカビッグスワンスタジアム,晴,27.6,71,スカパー!/スカパー!プレミアムサービス,27447,9 山崎 亮平 FW,11 指宿 洋史 FW,13 加藤 大 MF,23 山本 康裕 MF,6 小林 裕紀 MF,25 小泉 慶 MF,7 コルテース DF,2 大野 和成 DF,4 舞行龍ジェームズ DF,24 川口 尚紀 DF,21 守田 達弥 GK,1,2,1 西川 周作 GK,46 森脇 良太 DF,4 那須 大亮 DF,5 槙野 智章 DF,24 関根 貴大 MF,8 柏木 陽介 MF,22 阿部 勇樹 MF,3 宇賀神 友弥 MF,7 梅崎 司 MF,31 高木 俊幸 MF,21 ズラタン FW,15.0,1.0
